week_start,account_id,plan,region,industry,acquisition_channel,account_age_weeks,seats,weekly_active_users,invited_users,sessions,core_actions,feature_a_users,feature_b_users,activation_rate,retention_rate_4w,nps_score,mrr_usd,expansion_mrr_usd,support_tickets,churned
2026-05-18,acct_00117,Starter,North America,Professional Services,Outbound,76,10,7,8,42,110,5,4,0.5625,0.7048,38,150.3,3.15,3,False
2026-05-18,acct_00118,Free,North America,Professional Services,Outbound,61,3,2,2,13,19,1,1,0.5,0.3815,-13,0,0,1,False
2026-05-18,acct_00119,Growth,EMEA,Professional Services,Content,76,59,27,41,140,305,16,11,0.3293,0.5621,59,936.49,9.07,4,False
2026-05-18,acct_00120,Free,APAC,Healthcare,Content,134,3,2,2,5,5,1,0,0.25,0.3321,28,0,0,3,False
2026-05-18,acct_00121,Growth,EMEA,Software,Paid Search,142,24,22,22,55,235,20,15,0.7955,0.7851,83,767.61,0,0,False
2026-05-18,acct_00122,Starter,APAC,Healthcare,Organic,78,8,7,7,34,83,6,4,0.7143,0.7347,31,146.96,4.11,2,False
2026-05-18,acct_00123,Free,North America,Professional Services,Content,101,3,3,3,11,25,2,1,0.5,0.5425,54,0,0,0,False
2026-05-18,acct_00124,Starter,North America,Retail,Organic,73,15,14,15,90,486,14,12,0.8667,0.942,100,167.0,3.04,0,False
2026-05-18,acct_00125,Free,North America,Software,Partner,113,4,4,4,13,53,4,3,0.875,0.9002,68,0,0,1,False
2026-05-18,acct_00126,Growth,North America,Healthcare,Paid Search,68,16,13,16,82,134,10,7,0.5312,0.6962,35,721.55,1.68,1,False
2026-05-18,acct_00127,Starter,EMEA,Healthcare,Organic,76,13,5,10,15,32,3,2,0.25,0.5149,33,163.66,0.93,2,False
2026-05-18,acct_00128,Growth,EMEA,Retail,Organic,23,27,24,27,133,724,24,20,0.8148,0.9009,58,782.96,0,1,False
2026-05-18,acct_00129,Starter,EMEA,Manufacturing,Organic,68,47,35,47,199,356,29,22,0.5426,0.74,66,267.21,0,2,False
2026-05-18,acct_00130,Starter,APAC,Manufacturing,Partner,76,10,7,7,30,77,4,2,0.4286,0.4138,5,153.64,1.88,3,False
2026-05-18,acct_00131,Starter,North America,Professional Services,Paid Search,194,9,4,6,22,60,2,1,0.25,0.4983,32,150.3,0.74,2,False
2026-05-18,acct_00132,Starter,APAC,Manufacturing,Organic,183,8,3,7,14,18,2,2,0.2857,0.6008,18,146.96,4.38,2,False
2026-05-18,acct_00133,Free,EMEA,Retail,Organic,148,6,2,5,6,8,1,1,0.2,0.6065,,0,0,2,False
2026-05-18,acct_00134,Free,North America,Retail,Content,177,3,2,2,5,6,1,1,0.5,0.4067,10,0,0,2,False
2026-05-18,acct_00135,Growth,APAC,Professional Services,Organic,191,60,43,56,111,256,34,25,0.5268,0.7095,62,931.37,5.27,2,False
2026-05-18,acct_00136,Free,North America,Professional Services,Organic,154,3,1,3,3,10,1,1,0.3333,0.8272,61,0,0,1,False
2026-05-18,acct_00137,Free,EMEA,Software,Paid Search,79,2,2,2,7,5,1,0,0.25,0.3969,14,0,0,1,False
2026-05-18,acct_00138,Enterprise,North America,Professional Services,Paid Search,185,301,214,290,692,1383,168,126,0.5069,0.719,40,5146.87,77.12,7,False
2026-05-18,acct_00139,Enterprise,APAC,Professional Services,Paid Search,28,212,200,212,1047,2109,200,163,0.8561,0.9082,75,4644.73,100.97,5,False
2026-05-18,acct_00140,Growth,North America,Retail,Organic,59,39,28,34,161,261,22,16,0.5588,0.6787,,839.25,8.34,1,False
2026-05-18,acct_00141,Enterprise,North America,Financial Services,Paid Search,154,544,439,504,2136,4163,381,294,0.6696,0.8187,87,6703.48,165.19,15,False
2026-05-18,acct_00142,Free,North America,Software,Organic,135,3,3,3,20,72,2,1,0.5,0.5803,,0,0,1,False
2026-05-18,acct_00143,Starter,North America,Software,Content,144,17,10,16,35,130,7,5,0.375,0.6234,57,173.68,1.32,3,False
2026-05-18,acct_00144,Free,North America,Financial Services,Partner,140,2,1,1,4,7,1,0,0.5,0.4938,-1,0,0,2,False
2026-05-18,acct_00145,Growth,Latin America,Software,Outbound,77,26,20,23,78,149,14,10,0.5217,0.6398,62,772.73,9.71,2,False
2026-05-18,acct_00146,Free,EMEA,Financial Services,Outbound,124,3,1,2,4,11,1,0,0.25,0.4225,,0,0,3,False
2026-05-18,acct_00147,Growth,EMEA,Professional Services,Outbound,87,60,31,38,226,531,17,11,0.3684,0.4548,,941.6,0,5,False
2026-05-18,acct_00148,Growth,North America,Professional Services,Content,125,47,26,29,133,207,15,10,0.431,0.5672,18,869.96,14.03,2,False
2026-05-18,acct_00149,Starter,Latin America,Software,Paid Search,44,26,12,18,35,94,7,4,0.3056,0.4391,,200.41,0,3,False
2026-05-18,acct_00150,Growth,APAC,Financial Services,Outbound,135,37,29,30,95,341,22,17,0.65,0.6623,29,823.9,0,3,False
2026-05-18,acct_00151,Starter,North America,Retail,Organic,160,8,7,7,53,78,4,3,0.5,0.475,22,146.96,3.16,3,False
2026-05-18,acct_00152,Free,EMEA,Financial Services,Content,60,4,0,3,0,0,0,0,0,0.4628,-42,0,0,2,False
2026-05-18,acct_00153,Growth,North America,Manufacturing,Partner,189,42,33,33,192,718,25,18,0.6515,0.6834,54,849.49,0,0,False
2026-05-18,acct_00154,Starter,North America,Professional Services,Organic,125,10,8,10,55,180,8,6,0.7,0.8223,60,153.64,1.54,0,False
2026-05-18,acct_00155,Growth,APAC,Professional Services,Outbound,182,30,20,27,139,523,15,11,0.4815,0.6355,47,788.08,12.74,3,False
2026-05-18,acct_00156,Free,North America,Financial Services,Organic,39,4,3,3,8,14,2,1,0.5,0.5397,47,0,0,2,False
2026-05-18,acct_00157,Free,North America,Software,Organic,181,4,1,3,6,9,1,1,0.3333,0.6975,48,0,0,1,False
2026-05-18,acct_00158,Starter,North America,Professional Services,Content,67,25,18,18,110,301,12,9,0.5833,0.5967,31,200.41,3.12,3,False
2026-05-18,acct_00159,Enterprise,North America,Software,Outbound,81,320,308,320,2296,6423,308,254,0.8781,0.8724,100,5266.12,65.45,7,False
2026-05-18,acct_00160,Starter,North America,Manufacturing,Organic,49,20,11,16,26,31,8,5,0.4062,0.5605,-23,187.04,1.04,2,False
2026-05-18,acct_00161,Starter,EMEA,Retail,Paid Search,165,14,6,10,27,34,4,2,0.3,0.5335,5,167.0,0,2,False
2026-05-18,acct_00162,Free,North America,Professional Services,Content,71,3,1,2,4,10,0,0,0,0.35,-1,0,0,2,False
2026-05-18,acct_00163,Growth,EMEA,Professional Services,Paid Search,26,38,37,38,228,597,37,30,0.8816,0.9017,,829.02,12.21,1,False
2026-05-18,acct_00164,Free,North America,Professional Services,Content,142,4,1,3,3,8,1,0,0.1667,0.5211,,0,0,1,False
2026-05-18,acct_00165,Starter,North America,Software,Organic,70,8,8,8,54,235,8,6,0.875,0.8869,100,146.96,2.89,0,False
2026-05-18,acct_00166,Growth,North America,Healthcare,Organic,191,31,30,31,177,472,30,24,0.871,0.942,,798.32,24.39,2,False
2026-05-18,acct_00167,Free,APAC,Software,Content,58,4,1,2,7,5,0,0,0,0.2172,,0,0,3,False
2026-05-18,acct_00168,Starter,APAC,Software,Organic,116,33,18,27,128,167,11,8,0.3519,0.5422,,223.79,3.15,3,False
2026-05-18,acct_00169,Starter,North America,Retail,Partner,32,5,3,5,21,36,2,2,0.4,0.6697,45,136.94,1.04,0,False
2026-05-18,acct_00170,Starter,EMEA,Software,Paid Search,189,18,14,18,76,307,13,10,0.6389,0.8722,86,177.02,0,0,False
2026-05-18,acct_00171,Growth,EMEA,Software,Outbound,121,50,47,50,178,731,47,39,0.86,0.9277,100,895.55,9.47,3,False
2026-05-18,acct_00172,Starter,North America,Software,Organic,157,8,8,8,52,132,5,3,0.5,0.5591,0,146.96,2.49,2,False
2026-05-18,acct_00173,Starter,EMEA,Software,Outbound,168,4,4,4,20,94,4,3,0.875,0.784,100,133.6,1.18,0,False
2026-05-18,acct_00174,Free,APAC,Software,Partner,152,2,0,2,0,0,0,0,0,0.7538,32,0,0,0,False
2026-05-18,acct_00175,Starter,North America,Financial Services,Paid Search,180,3,2,3,9,30,2,1,0.5,0.7539,,130.26,0.68,0,False
2026-05-18,acct_00176,Starter,EMEA,Financial Services,Content,156,11,10,10,38,90,6,4,0.5,0.5039,31,153.64,1.77,2,False
2026-05-18,acct_00177,Free,North America,Professional Services,Content,136,3,0,3,0,0,0,0,0,0.7266,55,0,0,1,False
2026-05-18,acct_00178,Growth,EMEA,Professional Services,Paid Search,155,100,66,86,364,1155,47,34,0.4709,0.5639,19,1120.71,19.86,5,False
2026-05-18,acct_00179,Starter,North America,Healthcare,Partner,128,13,8,12,35,97,6,5,0.4583,0.7296,78,160.32,0.42,1,False
2026-05-18,acct_00180,Growth,Latin America,Professional Services,Paid Search,127,45,33,45,91,306,29,22,0.5667,0.7824,73,869.96,16.46,2,False
2026-05-18,acct_00181,Starter,EMEA,Manufacturing,Organic,60,11,8,8,43,151,6,4,0.625,0.6308,35,153.64,2.07,0,False
2026-05-18,acct_00182,Free,North America,Professional Services,Organic,70,5,2,2,10,14,1,0,0.25,0.3111,33,0,0,2,False
2026-05-18,acct_00183,Growth,North America,Healthcare,Outbound,188,22,19,22,131,607,17,13,0.6818,0.7326,,752.26,0,0,False
2026-05-18,acct_00184,Free,North America,Financial Services,Organic,51,8,5,6,36,62,3,2,0.4167,0.6093,35,0,0,2,False
2026-05-18,acct_00185,Growth,North America,Software,Content,197,26,21,25,150,322,17,13,0.6,0.7229,48,767.61,7.33,1,False
2026-05-18,acct_00186,Growth,North America,Retail,Outbound,89,51,33,39,188,448,20,14,0.4359,0.4851,33,900.66,8.87,2,False
2026-05-18,acct_00187,Free,North America,Software,Outbound,70,6,1,3,6,6,0,0,0,0.4421,,0,0,1,False
2026-05-18,acct_00188,Starter,EMEA,Software,Partner,93,18,6,9,39,55,3,2,0.2778,0.4141,,177.02,2.25,2,False
2026-05-18,acct_00189,Growth,North America,Software,Organic,51,23,23,23,148,433,23,19,0.913,0.9305,82,757.38,19.24,1,False
2026-05-18,acct_00190,Enterprise,EMEA,Financial Services,Content,197,152,130,150,408,1640,116,91,0.69,0.8462,72,4274.41,9.42,3,False
2026-05-18,acct_00191,Enterprise,APAC,Professional Services,Organic,129,116,77,106,289,874,56,41,0.4575,0.6382,25,4086.11,8.18,4,False
2026-05-18,acct_00192,Starter,North America,Retail,Paid Search,174,6,2,5,12,35,1,1,0.2,0.5142,29,140.28,0.12,3,False
2026-05-18,acct_00193,Free,EMEA,Financial Services,Organic,199,8,5,7,26,54,3,2,0.3571,0.581,46,0,0,1,False
2026-05-18,acct_00194,Growth,North America,Software,Partner,144,42,37,42,249,708,35,27,0.7381,0.8921,52,854.61,12.19,1,False
2026-05-18,acct_00195,Enterprise,EMEA,Financial Services,Organic,82,312,301,312,1050,3296,301,249,0.8814,0.953,93,5328.89,2.51,6,False
2026-05-18,acct_00196,Growth,EMEA,Software,Content,151,114,80,96,282,827,60,45,0.5469,0.6666,28,1202.59,4.7,3,False
2026-05-18,acct_00197,Growth,North America,Healthcare,Paid Search,199,36,17,24,73,130,8,5,0.2708,0.4136,,818.78,16.36,2,False
2026-05-18,acct_00198,Growth,Latin America,Professional Services,Outbound,108,45,35,45,210,405,30,23,0.5889,0.7721,77,864.84,21.61,2,False
2026-05-18,acct_00199,Free,EMEA,Software,Organic,72,5,0,3,0,0,0,0,0,0.4798,19,0,0,1,False
2026-05-18,acct_00200,Starter,EMEA,Software,Organic,41,7,4,6,18,35,3,2,0.4167,0.6264,,143.62,3.64,1,False
2026-05-18,acct_00201,Enterprise,North America,Healthcare,Organic,125,62,44,57,158,538,32,24,0.4912,0.6945,9,3772.28,0,2,False
2026-05-18,acct_00202,Free,North America,Professional Services,Content,198,6,3,6,22,50,2,2,0.3333,0.6804,,0,0,1,False
2026-05-18,acct_00203,Free,North America,Healthcare,Paid Search,76,5,3,4,13,16,2,1,0.375,0.5283,,0,0,2,False
2026-05-18,acct_00204,Free,North America,Software,Paid Search,36,7,4,5,29,41,3,2,0.5,0.7082,,0,0,2,False
2026-05-18,acct_00205,Growth,APAC,Retail,Partner,157,55,47,55,215,866,45,35,0.7273,0.8211,78,910.9,5.89,0,False
2026-05-18,acct_00206,Starter,Latin America,Software,Outbound,114,20,14,17,72,125,9,7,0.4706,0.5864,72,183.7,0.3,1,False
2026-05-18,acct_00207,Growth,APAC,Professional Services,Partner,69,38,19,26,61,115,12,8,0.3846,0.5069,17,829.02,4.45,1,False
2026-05-18,acct_00208,Starter,EMEA,Software,Partner,134,22,9,13,24,30,4,2,0.2308,0.3434,4,190.38,2.13,0,False
2026-05-18,acct_00209,Growth,North America,Professional Services,Outbound,118,162,132,160,516,1427,116,90,0.6438,0.7588,,1417.52,0,3,False
2026-05-18,acct_00210,Starter,APAC,Software,Content,124,13,10,13,37,170,9,7,0.6154,0.7069,100,160.32,1.91,1,False
2026-05-18,acct_00211,Free,EMEA,Professional Services,Outbound,67,3,2,2,12,18,1,1,0.5,0.5655,,0,0,1,False
2026-05-18,acct_00212,Starter,North America,Professional Services,Organic,66,23,18,20,61,112,13,10,0.575,0.6734,71,193.72,0,0,False
2026-05-18,acct_00213,Growth,North America,Software,Outbound,75,18,9,15,70,242,6,5,0.3667,0.6227,,731.79,0.56,0,False
2026-05-18,acct_00214,Growth,North America,Retail,Organic,146,31,17,25,65,150,11,7,0.36,0.4527,87,798.32,15.95,3,False
2026-05-18,acct_00215,Free,Latin America,Software,Partner,23,11,6,8,42,87,4,3,0.4375,0.5695,,0,0,1,False
2026-05-18,acct_00216,Starter,North America,Professional Services,Partner,68,13,4,8,18,42,2,1,0.1875,0.3369,13,163.66,0.69,3,False
2026-05-18,acct_00217,Growth,EMEA,Healthcare,Outbound,107,21,17,21,86,337,17,13,0.7143,0.8591,71,747.14,22.82,0,False
2026-05-18,acct_00218,Growth,EMEA,Professional Services,Outbound,181,50,34,45,257,370,24,17,0.4556,0.553,49,895.55,25.96,4,False
2026-05-18,acct_00219,Growth,North America,Software,Paid Search,76,31,15,19,103,323,9,6,0.3947,0.381,7,798.32,6.84,2,False
2026-05-18,acct_00220,Growth,EMEA,Software,Outbound,130,67,49,53,235,334,37,28,0.6132,0.6656,63,967.19,0,3,False
2026-05-18,acct_00221,Free,North America,Professional Services,Organic,86,4,1,2,8,6,0,0,0,0.212,3,0,0,3,False
2026-05-18,acct_00222,Starter,EMEA,Manufacturing,Paid Search,182,14,10,14,55,221,9,7,0.5714,0.8448,53,167.0,0,1,False
2026-05-18,acct_00223,Enterprise,EMEA,Healthcare,Paid Search,47,558,363,458,1501,4554,257,185,0.4825,0.5927,62,6728.59,0,13,False
2026-05-18,acct_00224,Growth,North America,Software,Content,161,53,42,48,109,164,34,25,0.6146,0.6568,76,910.9,14.41,3,False
2026-05-18,acct_00225,Free,North America,Financial Services,Organic,168,3,3,3,17,25,2,1,0.5,0.5485,,0,0,1,False
2026-05-18,acct_00226,Enterprise,EMEA,Software,Organic,121,312,301,312,1014,4381,301,249,0.8814,0.9424,100,5247.29,46.22,7,False
2026-05-18,acct_00227,Starter,EMEA,Software,Organic,175,26,21,22,57,100,16,12,0.6364,0.6557,,203.75,1.76,2,False
2026-05-18,acct_00228,Free,North America,Professional Services,Outbound,86,5,2,4,5,13,1,1,0.25,0.5808,46,0,0,0,False
2026-05-18,acct_00229,Free,North America,Financial Services,Content,67,4,1,3,7,13,1,0,0.1667,0.5106,,0,0,2,False
2026-05-18,acct_00230,Starter,APAC,Software,Organic,61,12,9,12,30,50,7,6,0.5417,0.719,,156.98,2.95,0,False
2026-05-18,acct_00231,Free,North America,Retail,Organic,48,4,3,3,14,20,1,1,0.3333,0.3707,-1,0,0,2,False
2026-05-18,acct_00232,Free,North America,Healthcare,Outbound,161,2,0,1,0,0,0,0,0,0.457,31,0,0,1,False
2026-05-18,acct_00233,Enterprise,APAC,Manufacturing,Partner,98,136,119,136,388,1686,112,88,0.7353,0.8625,87,4186.54,48.07,2,False
2026-05-18,acct_00234,Growth,APAC,Financial Services,Partner,41,27,17,22,121,262,11,7,0.4091,0.5984,44,777.85,15.2,2,False
2026-05-18,acct_00235,Starter,APAC,Professional Services,Paid Search,32,6,3,5,21,42,2,1,0.3,0.6521,,140.28,1.1,3,False
2026-05-18,acct_00236,Free,North America,Manufacturing,Organic,81,2,0,1,0,0,0,0,0,0.53,45,0,0,3,False
2026-05-18,acct_00237,Free,North America,Professional Services,Paid Search,139,6,2,4,6,8,1,1,0.25,0.5074,29,0,0,2,False
2026-05-18,acct_00238,Starter,EMEA,Financial Services,Content,109,14,10,12,42,112,8,6,0.5833,0.7426,88,163.66,0,1,False
2026-05-18,acct_00239,Growth,North America,Financial Services,Paid Search,99,113,83,94,321,1023,67,51,0.6277,0.786,95,1197.47,18.15,5,False
2026-05-18,acct_00240,Free,North America,Financial Services,Content,108,3,1,2,6,8,1,0,0.25,0.4334,-2,0,0,1,False
2026-05-18,acct_00241,Free,APAC,Software,Organic,65,2,1,1,5,7,0,0,0,0.3134,-31,0,0,1,False
2026-05-18,acct_00242,Growth,North America,Professional Services,Organic,36,27,25,27,164,614,25,21,0.8519,0.9849,89,777.85,0,1,False
2026-05-18,acct_00243,Free,APAC,Manufacturing,Organic,176,2,2,2,15,38,1,1,0.5,0.5187,,0,0,4,False
2026-05-18,acct_00244,Free,North America,Software,Paid Search,114,1,0,1,0,0,0,0,0,0.6249,16,0,0,1,False
2026-05-18,acct_00245,Growth,EMEA,Retail,Partner,147,34,32,34,91,437,32,25,0.8382,0.9173,,813.67,2.68,1,False
2026-05-18,acct_00246,Growth,EMEA,Financial Services,Organic,107,52,49,52,325,866,49,40,0.8558,0.9827,,905.78,8.24,0,False
2026-05-18,acct_00247,Free,North America,Retail,Content,180,4,1,3,3,3,1,0,0.1667,0.4718,21,0,0,2,False
2026-05-18,acct_00248,Starter,North America,Healthcare,Partner,65,7,0,5,0,0,0,0,0,0.4282,0,143.62,0,3,False
2026-05-18,acct_00249,Growth,North America,Retail,Partner,152,68,60,68,425,1189,55,43,0.7206,0.8061,75,987.66,0,2,False
2026-05-18,acct_00250,Free,North America,Healthcare,Outbound,149,2,0,1,0,0,0,0,0,0.4938,31,0,0,0,False
2026-05-18,acct_00251,Starter,Latin America,Software,Organic,197,13,2,8,6,13,1,0,0.0625,0.3398,,163.66,0,3,False
2026-05-18,acct_00252,Free,North America,Financial Services,Organic,69,4,2,3,15,29,1,1,0.3333,0.4602,24,0,0,1,False
2026-05-18,acct_00253,Growth,APAC,Retail,Organic,183,22,16,22,70,172,14,11,0.5682,0.8042,77,752.26,8.26,1,False
2026-05-18,acct_00254,Starter,EMEA,Software,Organic,28,9,2,5,12,24,1,1,0.2,0.3526,,150.3,0.57,3,False
2026-05-18,acct_00255,Starter,North America,Retail,Organic,73,6,0,5,0,0,0,0,0,0.5726,,140.28,1.8,2,False
2026-05-18,acct_00256,Starter,North America,Manufacturing,Paid Search,145,13,11,13,81,196,10,8,0.6923,0.7868,66,163.66,3.36,0,False
2026-05-18,acct_00257,Free,North America,Software,Outbound,133,5,2,3,9,26,1,1,0.3333,0.512,,0,0,3,False
2026-05-18,acct_00258,Growth,North America,Manufacturing,Organic,144,84,58,64,435,581,43,32,0.5859,0.6808,49,1049.07,13.67,2,False
2026-05-18,acct_00259,Starter,North America,Financial Services,Content,161,5,2,4,11,38,1,1,0.25,0.5603,41,136.94,2.22,0,False
2026-05-18,acct_00260,Enterprise,EMEA,Software,Content,138,378,273,364,1793,6388,211,157,0.5055,0.6807,68,5692.94,160.62,11,False
2026-05-18,acct_00261,Growth,North America,Manufacturing,Partner,81,34,26,32,113,245,22,17,0.6094,0.7894,74,818.78,10.86,1,False
2026-05-18,acct_00262,Growth,EMEA,Financial Services,Organic,179,53,27,39,169,424,16,11,0.3462,0.5514,39,900.66,7.78,3,False
2026-05-18,acct_00263,Growth,EMEA,Software,Paid Search,132,61,46,52,111,345,37,28,0.625,0.6582,,951.84,0,2,False
2026-05-18,acct_00264,Free,North America,Manufacturing,Paid Search,198,1,0,1,0,0,0,0,0,0.3581,5,0,0,0,False
2026-05-18,acct_00265,Growth,North America,Software,Organic,144,35,22,27,144,221,14,9,0.4259,0.5778,55,813.67,6.44,2,False
2026-05-18,acct_00266,Growth,North America,Manufacturing,Organic,145,34,21,31,132,402,15,11,0.4194,0.6324,42,813.67,0,2,False
2026-05-18,acct_00267,Starter,North America,Software,Organic,66,11,8,10,29,102,6,5,0.55,0.6256,62,153.64,2.26,1,False
2026-05-18,acct_00268,Free,North America,Healthcare,Content,120,3,1,2,3,6,0,0,0,0.4431,17,0,0,2,False
2026-05-18,acct_00269,Starter,North America,Software,Outbound,177,13,4,7,17,31,2,1,0.2143,0.4081,11,160.32,2.71,3,False
2026-05-18,acct_00270,Growth,North America,Financial Services,Content,172,35,32,35,229,533,32,26,0.8286,0.8953,,818.78,10.2,1,False
2026-05-18,acct_00271,Starter,North America,Software,Paid Search,67,6,3,5,23,37,2,2,0.4,0.6333,39,140.28,1.31,1,False
2026-05-18,acct_00272,Free,EMEA,Healthcare,Content,92,5,5,5,19,77,4,3,0.7,0.7279,63,0,0,1,False
2026-05-18,acct_00273,Free,North America,Professional Services,Organic,84,3,2,2,11,28,1,1,0.5,0.5756,19,0,0,2,False
2026-05-18,acct_00274,Growth,EMEA,Software,Content,177,49,31,39,136,463,20,14,0.4359,0.5777,47,880.19,0,2,False
2026-05-18,acct_00275,Starter,North America,Healthcare,Outbound,83,13,5,9,24,25,2,1,0.1667,0.4212,,160.32,1.25,3,False
2026-05-18,acct_00276,Free,APAC,Software,Content,144,7,6,6,25,35,3,2,0.4167,0.5072,,0,0,3,False
2026-05-18,acct_00277,Starter,North America,Software,Organic,102,12,5,10,14,35,3,2,0.25,0.5551,,156.98,1.59,0,False
2026-05-18,acct_00278,Enterprise,North America,Professional Services,Organic,151,200,187,200,997,5170,187,152,0.8475,0.8737,77,4625.9,145.52,5,False
2026-05-18,acct_00279,Free,EMEA,Professional Services,Paid Search,160,5,3,5,18,66,2,2,0.4,0.7317,58,0,0,1,False
2026-05-18,acct_00280,Free,APAC,Financial Services,Content,156,2,0,2,0,0,0,0,0,0.72,97,0,0,0,False
2026-05-18,acct_00281,Growth,North America,Professional Services,Content,194,39,35,39,141,523,35,28,0.8077,1,74,829.02,6.8,1,False
2026-05-18,acct_00282,Free,North America,Software,Partner,96,3,1,2,6,16,1,0,0.25,0.5528,15,0,0,1,False
2026-05-18,acct_00283,Free,EMEA,Software,Outbound,25,2,0,1,0,0,0,0,0,0.3379,,0,0,2,False
2026-05-18,acct_00284,Starter,EMEA,Software,Paid Search,86,30,26,30,158,535,22,17,0.65,0.7287,,217.11,1.25,0,False
2026-05-18,acct_00285,Free,North America,Software,Outbound,117,7,1,5,4,8,1,0,0.1,0.4554,27,0,0,3,False
2026-05-18,acct_00286,Growth,APAC,Professional Services,Partner,69,33,19,25,55,81,12,8,0.4,0.5212,8,803.43,4.08,3,False
2026-05-18,acct_00287,Growth,EMEA,Financial Services,Paid Search,73,66,60,66,431,1650,57,45,0.7727,0.8923,66,972.31,3.48,2,False
2026-05-18,acct_00288,Starter,North America,Software,Content,182,11,8,8,54,146,5,4,0.5625,0.5179,61,153.64,5.13,1,False
2026-05-18,acct_00289,Free,North America,Manufacturing,Partner,75,4,3,3,14,38,2,1,0.5,0.4852,,0,0,1,False
2026-05-18,acct_00290,Starter,EMEA,Financial Services,Partner,25,10,4,5,23,29,2,1,0.3,0.3346,29,150.3,0.55,3,False
2026-05-18,acct_00291,Growth,North America,Software,Paid Search,86,31,20,24,113,195,14,10,0.5,0.6116,39,803.43,0,1,False
2026-05-18,acct_00292,Free,APAC,Healthcare,Partner,78,3,1,2,3,5,1,0,0.25,0.559,-2,0,0,1,False
2026-05-18,acct_00293,Starter,Latin America,Manufacturing,Partner,37,24,15,21,107,188,11,8,0.4524,0.5702,38,197.06,0,0,False
2026-05-18,acct_00294,Enterprise,North America,Retail,Content,65,394,329,394,919,1901,296,231,0.6688,0.8316,,5812.19,20.95,11,False
2026-05-18,acct_00295,Starter,North America,Financial Services,Organic,74,14,11,13,53,166,8,6,0.5385,0.7755,,163.66,3.33,3,False
2026-05-18,acct_00296,Free,North America,Healthcare,Organic,171,4,3,3,9,27,2,2,0.6667,0.6579,,0,0,2,False
2026-05-18,acct_00297,Free,North America,Retail,Outbound,168,4,1,3,3,9,1,0,0.1667,0.5646,26,0,0,2,False
2026-05-18,acct_00298,Growth,APAC,Software,Organic,106,19,15,18,36,106,12,9,0.5833,0.7103,36,736.91,0,1,False
2026-05-18,acct_00299,Free,North America,Software,Content,43,2,2,2,12,33,2,1,0.75,0.8232,49,0,0,0,False
2026-05-18,acct_00300,Free,APAC,Software,Organic,101,3,3,3,19,15,1,0,0.1667,0.2171,1,0,0,4,False
2026-05-18,acct_00301,Free,APAC,Software,Organic,95,2,2,2,14,50,1,1,0.5,0.6284,47,0,0,1,False
2026-05-18,acct_00302,Starter,Latin America,Retail,Content,37,14,10,14,68,116,9,7,0.5714,0.8146,,167.0,0.02,0,False
2026-05-18,acct_00303,Enterprise,APAC,Software,Content,140,250,237,250,1132,2079,237,196,0.866,0.9415,99,4858.14,51.62,4,False
2026-05-18,acct_00304,Starter,North America,Healthcare,Content,171,16,13,14,50,102,11,8,0.6786,0.7758,,170.34,2.49,1,False
2026-05-18,acct_00305,Growth,APAC,Manufacturing,Paid Search,41,83,54,76,154,312,39,28,0.4408,0.6151,51,1054.19,4.95,4,False
2026-05-18,acct_00306,Growth,North America,Software,Organic,160,101,97,101,294,654,97,80,0.8762,0.9356,,1141.18,15.19,1,False
2026-05-18,acct_00307,Free,North America,Professional Services,Partner,29,4,0,3,0,0,0,0,0,0.543,,0,0,3,False
2026-05-18,acct_00308,Starter,North America,Financial Services,Partner,102,14,6,13,36,131,5,3,0.3077,0.5983,,163.66,3.27,1,False
2026-05-18,acct_00309,Growth,APAC,Manufacturing,Outbound,67,41,26,35,184,310,17,12,0.4143,0.5955,69,849.49,18.52,1,False
2026-05-18,acct_00310,Free,APAC,Retail,Organic,58,3,0,2,0,0,0,0,0,0.5204,,0,0,1,False
2026-05-18,acct_00311,Starter,APAC,Healthcare,Organic,174,19,13,15,48,160,9,7,0.5333,0.647,45,180.36,0,1,False
2026-05-18,acct_00312,Starter,North America,Financial Services,Organic,96,8,4,7,15,30,3,2,0.3571,0.6409,61,146.96,0,2,False
2026-05-18,acct_00313,Growth,North America,Software,Content,80,40,28,34,197,320,22,17,0.5735,0.6716,,839.25,24.89,3,False
2026-05-18,acct_00314,Growth,North America,Professional Services,Organic,186,25,22,24,74,310,20,16,0.75,0.8356,95,767.61,4.35,0,False
2026-05-18,acct_00315,Starter,APAC,Financial Services,Content,194,7,1,5,7,23,1,1,0.2,0.6935,38,143.62,1.01,0,False
2026-05-18,acct_00316,Starter,North America,Financial Services,Paid Search,146,10,8,10,39,205,8,7,0.75,1,88,150.3,2.34,1,False
2026-05-18,acct_00317,Starter,APAC,Retail,Paid Search,84,7,5,7,12,23,4,3,0.5,0.6769,61,143.62,1.4,1,False
2026-05-18,acct_00318,Free,North America,Healthcare,Outbound,122,5,4,4,12,33,3,2,0.625,0.5207,38,0,0,1,False
2026-05-18,acct_00319,Free,EMEA,Software,Organic,102,4,0,4,0,0,0,0,0,0.6919,57,0,0,1,False
2026-05-18,acct_00320,Starter,EMEA,Software,Paid Search,164,10,4,9,31,74,3,2,0.2778,0.6331,32,150.3,2.94,1,False
2026-05-18,acct_00321,Free,North America,Financial Services,Content,105,9,8,8,59,153,5,3,0.5,0.5096,,0,0,2,False
